tactic_id,database_order,guide_heading_number,source_order,tactic_name,tactic_category,best_for,avoid_for,core_strategy,visual_transformation,required_user_inputs,optional_user_inputs,standalone_json_prompt,customer_facing_prompt,negative_prompt,productpinion_test_hypothesis,what_to_measure,expected_ctr_impact,difficulty,internal_notes,source_url
MI-041,41,40,41,Before and After It,Outcome contrast,"cleaning, beauty, repair, health-adjacent, transformation products",products where outcomes vary or claims need careful substantiation,Show the pain and solved state in one quick visual contrast.,Create a realistic before/after split or side-by-side result with the product as the solution.,before_state; after_state,split_style; realism_level,"{""task"":""edit_product_main_image"",""tactic"":""Before and After It"",""input_image"":""{{customer_product_image}}"",""objective"":""Show the pain and solved state in one quick visual contrast."",""required_user_inputs"":[""before_state"",""after_state""],""optional_user_inputs"":[""split_style"",""realism_level""],""edit_instructions"":{""primary_visual_change"":""Create a realistic before/after split or side-by-side result with the product as the solution."",""preserve_product_identity"":true,""preserve_branding_and_label_accuracy"":true,""keep_product_as_main_subject"":true,""composition"":""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",""background"":""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",""lighting"":""Use polished commercial product lighting with realistic shadows and reflections."",""output_goal"":""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""},""avoid"":[""unrealistic transformation"",""medical overclaim"",""product too small""]}","Use the attached customer product image as the source image. Apply the following API-agnostic JSON instructions to create a new main image concept. Preserve the product identity, label accuracy, and the core offer unless the JSON explicitly asks for a visual merchandising addition.

{
  ""task"": ""edit_product_main_image"",
  ""tactic"": ""Before and After It"",
  ""input_image"": ""{{customer_product_image}}"",
  ""objective"": ""Show the pain and solved state in one quick visual contrast."",
  ""required_user_inputs"": [
    ""before_state"",
    ""after_state""
  ],
  ""optional_user_inputs"": [
    ""split_style"",
    ""realism_level""
  ],
  ""edit_instructions"": {
    ""primary_visual_change"": ""Create a realistic before/after split or side-by-side result with the product as the solution."",
    ""preserve_product_identity"": true,
    ""preserve_branding_and_label_accuracy"": true,
    ""keep_product_as_main_subject"": true,
    ""composition"": ""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",
    ""background"": ""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",
    ""lighting"": ""Use polished commercial product lighting with realistic shadows and reflections."",
    ""output_goal"": ""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""
  },
  ""avoid"": [
    ""unrealistic transformation"",
    ""medical overclaim"",
    ""product too small""
  ]
}",unrealistic transformation; medical overclaim; product too small,A realistic before/after visual will increase problem-solution clarity and preference.,"CTR preference, outcome believability, problem recognition",High,High,Internal ProductPinion prompt-library row. No Amazon compliance gate included per current scope.,https://docs.google.com/document/d/19J3Mfz2ZYdrxMB_e0eKrdLAeGSWMmxC3RJ0U7QGneW8/edit?tab=t.0#heading=h.jaiiudrnl2vz
MI-042,42,41,42,Lifetime Warranty It,Risk reversal,"durable goods, tools, commoditized products with strong warranty",products without a genuine warranty,Use warranty as a de-commoditizing value prop.,"Add a clear lifetime warranty callout to the box, label, tag, or adjacent badge.",warranty_claim,badge_style; placement,"{""task"":""edit_product_main_image"",""tactic"":""Lifetime Warranty It"",""input_image"":""{{customer_product_image}}"",""objective"":""Use warranty as a de-commoditizing value prop."",""required_user_inputs"":[""warranty_claim""],""optional_user_inputs"":[""badge_style"",""placement""],""edit_instructions"":{""primary_visual_change"":""Add a clear lifetime warranty callout to the box, label, tag, or adjacent badge."",""preserve_product_identity"":true,""preserve_branding_and_label_accuracy"":true,""keep_product_as_main_subject"":true,""composition"":""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",""background"":""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",""lighting"":""Use polished commercial product lighting with realistic shadows and reflections."",""output_goal"":""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""},""avoid"":[""unsupported warranty"",""legal fine print"",""clutter""]}","Use the attached customer product image as the source image. Apply the following API-agnostic JSON instructions to create a new main image concept. Preserve the product identity, label accuracy, and the core offer unless the JSON explicitly asks for a visual merchandising addition.

{
  ""task"": ""edit_product_main_image"",
  ""tactic"": ""Lifetime Warranty It"",
  ""input_image"": ""{{customer_product_image}}"",
  ""objective"": ""Use warranty as a de-commoditizing value prop."",
  ""required_user_inputs"": [
    ""warranty_claim""
  ],
  ""optional_user_inputs"": [
    ""badge_style"",
    ""placement""
  ],
  ""edit_instructions"": {
    ""primary_visual_change"": ""Add a clear lifetime warranty callout to the box, label, tag, or adjacent badge."",
    ""preserve_product_identity"": true,
    ""preserve_branding_and_label_accuracy"": true,
    ""keep_product_as_main_subject"": true,
    ""composition"": ""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",
    ""background"": ""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",
    ""lighting"": ""Use polished commercial product lighting with realistic shadows and reflections."",
    ""output_goal"": ""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""
  },
  ""avoid"": [
    ""unsupported warranty"",
    ""legal fine print"",
    ""clutter""
  ]
}",unsupported warranty; legal fine print; clutter,A warranty callout will increase trust and preference versus similar commodity products.,"CTR preference, trust, risk reversal recall",Medium,Low,Internal ProductPinion prompt-library row. No Amazon compliance gate included per current scope.,https://docs.google.com/document/d/19J3Mfz2ZYdrxMB_e0eKrdLAeGSWMmxC3RJ0U7QGneW8/edit?tab=t.0#heading=h.jaiiudrnl2vz
MI-043,43,42,43,X-Ray It,Internal mechanism/benefit,"human, pet, machine, ergonomic, support, supplement-adjacent products",products where internal claim is speculative or sensitive,Reveal the internal target or mechanism in a visual layer.,Add a semi-transparent x-ray or cutaway overlay showing where/how the product works.,internal_target,overlay_style; use_context,"{""task"":""edit_product_main_image"",""tactic"":""X-Ray It"",""input_image"":""{{customer_product_image}}"",""objective"":""Reveal the internal target or mechanism in a visual layer."",""required_user_inputs"":[""internal_target""],""optional_user_inputs"":[""overlay_style"",""use_context""],""edit_instructions"":{""primary_visual_change"":""Add a semi-transparent x-ray or cutaway overlay showing where/how the product works."",""preserve_product_identity"":true,""preserve_branding_and_label_accuracy"":true,""keep_product_as_main_subject"":true,""composition"":""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",""background"":""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",""lighting"":""Use polished commercial product lighting with realistic shadows and reflections."",""output_goal"":""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""},""avoid"":[""medical overclaim"",""scary imagery"",""unrealistic anatomy""]}","Use the attached customer product image as the source image. Apply the following API-agnostic JSON instructions to create a new main image concept. Preserve the product identity, label accuracy, and the core offer unless the JSON explicitly asks for a visual merchandising addition.

{
  ""task"": ""edit_product_main_image"",
  ""tactic"": ""X-Ray It"",
  ""input_image"": ""{{customer_product_image}}"",
  ""objective"": ""Reveal the internal target or mechanism in a visual layer."",
  ""required_user_inputs"": [
    ""internal_target""
  ],
  ""optional_user_inputs"": [
    ""overlay_style"",
    ""use_context""
  ],
  ""edit_instructions"": {
    ""primary_visual_change"": ""Add a semi-transparent x-ray or cutaway overlay showing where/how the product works."",
    ""preserve_product_identity"": true,
    ""preserve_branding_and_label_accuracy"": true,
    ""keep_product_as_main_subject"": true,
    ""composition"": ""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",
    ""background"": ""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",
    ""lighting"": ""Use polished commercial product lighting with realistic shadows and reflections."",
    ""output_goal"": ""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""
  },
  ""avoid"": [
    ""medical overclaim"",
    ""scary imagery"",
    ""unrealistic anatomy""
  ]
}",medical overclaim; scary imagery; unrealistic anatomy,An x-ray/cutaway layer will improve mechanism understanding and relevance.,"CTR preference, mechanism clarity, trust",Medium,High,Internal ProductPinion prompt-library row. No Amazon compliance gate included per current scope.,https://docs.google.com/document/d/19J3Mfz2ZYdrxMB_e0eKrdLAeGSWMmxC3RJ0U7QGneW8/edit?tab=t.0#heading=h.jaiiudrnl2vz
MI-044,44,43,44,Multiply It,Pack-size abundance,"20-pack, 40-pack, multipack, refills, snacks, disposable goods",small pack counts or products where fanning all units creates clutter,Make pack size impossible to miss.,Fan out or stack many units to visually communicate quantity and abundance.,pack_quantity,fan_layout; unit_count_to_show,"{""task"":""edit_product_main_image"",""tactic"":""Multiply It"",""input_image"":""{{customer_product_image}}"",""objective"":""Make pack size impossible to miss."",""required_user_inputs"":[""pack_quantity""],""optional_user_inputs"":[""fan_layout"",""unit_count_to_show""],""edit_instructions"":{""primary_visual_change"":""Fan out or stack many units to visually communicate quantity and abundance."",""preserve_product_identity"":true,""preserve_branding_and_label_accuracy"":true,""keep_product_as_main_subject"":true,""composition"":""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",""background"":""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",""lighting"":""Use polished commercial product lighting with realistic shadows and reflections."",""output_goal"":""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""},""avoid"":[""misleading quantity"",""visual chaos"",""hidden hero unit""]}","Use the attached customer product image as the source image. Apply the following API-agnostic JSON instructions to create a new main image concept. Preserve the product identity, label accuracy, and the core offer unless the JSON explicitly asks for a visual merchandising addition.

{
  ""task"": ""edit_product_main_image"",
  ""tactic"": ""Multiply It"",
  ""input_image"": ""{{customer_product_image}}"",
  ""objective"": ""Make pack size impossible to miss."",
  ""required_user_inputs"": [
    ""pack_quantity""
  ],
  ""optional_user_inputs"": [
    ""fan_layout"",
    ""unit_count_to_show""
  ],
  ""edit_instructions"": {
    ""primary_visual_change"": ""Fan out or stack many units to visually communicate quantity and abundance."",
    ""preserve_product_identity"": true,
    ""preserve_branding_and_label_accuracy"": true,
    ""keep_product_as_main_subject"": true,
    ""composition"": ""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",
    ""background"": ""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",
    ""lighting"": ""Use polished commercial product lighting with realistic shadows and reflections."",
    ""output_goal"": ""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""
  },
  ""avoid"": [
    ""misleading quantity"",
    ""visual chaos"",
    ""hidden hero unit""
  ]
}",misleading quantity; visual chaos; hidden hero unit,Showing multiple units will increase perceived abundance and value clarity.,"CTR preference, quantity recall, perceived value",High,Medium,Internal ProductPinion prompt-library row. No Amazon compliance gate included per current scope.,https://docs.google.com/document/d/19J3Mfz2ZYdrxMB_e0eKrdLAeGSWMmxC3RJ0U7QGneW8/edit?tab=t.0#heading=h.jaiiudrnl2vz
MI-045,45,43,45,Box It,Utilitarian box billboard,"snack boxes, variety packs, aggregated packs, commodity kits",giftable/premium products where fictional packaging changes expectations,"Use a simple box to clarify logo, quantity, and value for a utilitarian offer.",Generate a basic branded/utilitarian box behind or beside the product with clear quantity and offer info.,box_message; pack_quantity,box_style; flavor_or_variant_list,"{""task"":""edit_product_main_image"",""tactic"":""Box It"",""input_image"":""{{customer_product_image}}"",""objective"":""Use a simple box to clarify logo, quantity, and value for a utilitarian offer."",""required_user_inputs"":[""box_message"",""pack_quantity""],""optional_user_inputs"":[""box_style"",""flavor_or_variant_list""],""edit_instructions"":{""primary_visual_change"":""Generate a basic branded/utilitarian box behind or beside the product with clear quantity and offer info."",""preserve_product_identity"":true,""preserve_branding_and_label_accuracy"":true,""keep_product_as_main_subject"":true,""composition"":""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",""background"":""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",""lighting"":""Use polished commercial product lighting with realistic shadows and reflections."",""output_goal"":""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""},""avoid"":[""premium fake gift box"",""misleading packaging"",""product hidden""]}","Use the attached customer product image as the source image. Apply the following API-agnostic JSON instructions to create a new main image concept. Preserve the product identity, label accuracy, and the core offer unless the JSON explicitly asks for a visual merchandising addition.

{
  ""task"": ""edit_product_main_image"",
  ""tactic"": ""Box It"",
  ""input_image"": ""{{customer_product_image}}"",
  ""objective"": ""Use a simple box to clarify logo, quantity, and value for a utilitarian offer."",
  ""required_user_inputs"": [
    ""box_message"",
    ""pack_quantity""
  ],
  ""optional_user_inputs"": [
    ""box_style"",
    ""flavor_or_variant_list""
  ],
  ""edit_instructions"": {
    ""primary_visual_change"": ""Generate a basic branded/utilitarian box behind or beside the product with clear quantity and offer info."",
    ""preserve_product_identity"": true,
    ""preserve_branding_and_label_accuracy"": true,
    ""keep_product_as_main_subject"": true,
    ""composition"": ""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",
    ""background"": ""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",
    ""lighting"": ""Use polished commercial product lighting with realistic shadows and reflections."",
    ""output_goal"": ""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""
  },
  ""avoid"": [
    ""premium fake gift box"",
    ""misleading packaging"",
    ""product hidden""
  ]
}",premium fake gift box; misleading packaging; product hidden,A clear utilitarian box will improve quantity and offer comprehension.,"CTR preference, quantity clarity, perceived organization",High,Medium,Internal ProductPinion prompt-library row. No Amazon compliance gate included per current scope.,https://docs.google.com/document/d/19J3Mfz2ZYdrxMB_e0eKrdLAeGSWMmxC3RJ0U7QGneW8/edit?tab=t.0#heading=h.jaiiudrnl2vz
MI-046,46,44,46,Case It,Bulk-pack structure,"drink cans, bottles, multipacks, consumables",single-unit offers,Clarify bulk quantity and package economics.,Show the main item in front with a visible case/pack behind it that communicates quantity and size.,case_quantity; unit_size,case_copy; case_angle,"{""task"":""edit_product_main_image"",""tactic"":""Case It"",""input_image"":""{{customer_product_image}}"",""objective"":""Clarify bulk quantity and package economics."",""required_user_inputs"":[""case_quantity"",""unit_size""],""optional_user_inputs"":[""case_copy"",""case_angle""],""edit_instructions"":{""primary_visual_change"":""Show the main item in front with a visible case/pack behind it that communicates quantity and size."",""preserve_product_identity"":true,""preserve_branding_and_label_accuracy"":true,""keep_product_as_main_subject"":true,""composition"":""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",""background"":""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",""lighting"":""Use polished commercial product lighting with realistic shadows and reflections."",""output_goal"":""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""},""avoid"":[""implying wrong case type"",""hidden main item"",""clutter""]}","Use the attached customer product image as the source image. Apply the following API-agnostic JSON instructions to create a new main image concept. Preserve the product identity, label accuracy, and the core offer unless the JSON explicitly asks for a visual merchandising addition.

{
  ""task"": ""edit_product_main_image"",
  ""tactic"": ""Case It"",
  ""input_image"": ""{{customer_product_image}}"",
  ""objective"": ""Clarify bulk quantity and package economics."",
  ""required_user_inputs"": [
    ""case_quantity"",
    ""unit_size""
  ],
  ""optional_user_inputs"": [
    ""case_copy"",
    ""case_angle""
  ],
  ""edit_instructions"": {
    ""primary_visual_change"": ""Show the main item in front with a visible case/pack behind it that communicates quantity and size."",
    ""preserve_product_identity"": true,
    ""preserve_branding_and_label_accuracy"": true,
    ""keep_product_as_main_subject"": true,
    ""composition"": ""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",
    ""background"": ""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",
    ""lighting"": ""Use polished commercial product lighting with realistic shadows and reflections."",
    ""output_goal"": ""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""
  },
  ""avoid"": [
    ""implying wrong case type"",
    ""hidden main item"",
    ""clutter""
  ]
}",implying wrong case type; hidden main item; clutter,A case-behind composition will improve pack-size comprehension and value perception.,"CTR preference, quantity recall, perceived value",High,Medium,Internal ProductPinion prompt-library row. No Amazon compliance gate included per current scope.,https://docs.google.com/document/d/19J3Mfz2ZYdrxMB_e0eKrdLAeGSWMmxC3RJ0U7QGneW8/edit?tab=t.0#heading=h.jaiiudrnl2vz
MI-047,47,45,47,Value Size It,Size/value cue,"large-size consumables, supplements, household goods",standard-size products,Make the larger/value size obvious before the click.,Add a clear value size or larger-size callout to packaging or bottle surface.,value_size_claim,placement; typography_style,"{""task"":""edit_product_main_image"",""tactic"":""Value Size It"",""input_image"":""{{customer_product_image}}"",""objective"":""Make the larger/value size obvious before the click."",""required_user_inputs"":[""value_size_claim""],""optional_user_inputs"":[""placement"",""typography_style""],""edit_instructions"":{""primary_visual_change"":""Add a clear value size or larger-size callout to packaging or bottle surface."",""preserve_product_identity"":true,""preserve_branding_and_label_accuracy"":true,""keep_product_as_main_subject"":true,""composition"":""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",""background"":""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",""lighting"":""Use polished commercial product lighting with realistic shadows and reflections."",""output_goal"":""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""},""avoid"":[""unsupported value claim"",""too much copy"",""distorted scale""]}","Use the attached customer product image as the source image. Apply the following API-agnostic JSON instructions to create a new main image concept. Preserve the product identity, label accuracy, and the core offer unless the JSON explicitly asks for a visual merchandising addition.

{
  ""task"": ""edit_product_main_image"",
  ""tactic"": ""Value Size It"",
  ""input_image"": ""{{customer_product_image}}"",
  ""objective"": ""Make the larger/value size obvious before the click."",
  ""required_user_inputs"": [
    ""value_size_claim""
  ],
  ""optional_user_inputs"": [
    ""placement"",
    ""typography_style""
  ],
  ""edit_instructions"": {
    ""primary_visual_change"": ""Add a clear value size or larger-size callout to packaging or bottle surface."",
    ""preserve_product_identity"": true,
    ""preserve_branding_and_label_accuracy"": true,
    ""keep_product_as_main_subject"": true,
    ""composition"": ""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",
    ""background"": ""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",
    ""lighting"": ""Use polished commercial product lighting with realistic shadows and reflections."",
    ""output_goal"": ""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""
  },
  ""avoid"": [
    ""unsupported value claim"",
    ""too much copy"",
    ""distorted scale""
  ]
}",unsupported value claim; too much copy; distorted scale,A value-size callout will improve perceived deal value and size clarity.,"CTR preference, size clarity, value perception",High,Low,Internal ProductPinion prompt-library row. No Amazon compliance gate included per current scope.,https://docs.google.com/document/d/19J3Mfz2ZYdrxMB_e0eKrdLAeGSWMmxC3RJ0U7QGneW8/edit?tab=t.0#heading=h.jaiiudrnl2vz
MI-048,48,46,48,Seasonal Merchandise It,Occasion positioning,"giftable, seasonal, holiday-relevant products",evergreen utility products where seasonality distracts,Position the product for a timely buying occasion.,Add seasonal merchandising elements or a holiday context around the product while keeping it central.,season_or_holiday,seasonal_props; color_palette,"{""task"":""edit_product_main_image"",""tactic"":""Seasonal Merchandise It"",""input_image"":""{{customer_product_image}}"",""objective"":""Position the product for a timely buying occasion."",""required_user_inputs"":[""season_or_holiday""],""optional_user_inputs"":[""seasonal_props"",""color_palette""],""edit_instructions"":{""primary_visual_change"":""Add seasonal merchandising elements or a holiday context around the product while keeping it central."",""preserve_product_identity"":true,""preserve_branding_and_label_accuracy"":true,""keep_product_as_main_subject"":true,""composition"":""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",""background"":""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",""lighting"":""Use polished commercial product lighting with realistic shadows and reflections."",""output_goal"":""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""},""avoid"":[""overly busy holiday scene"",""product too small"",""off-season mismatch""]}","Use the attached customer product image as the source image. Apply the following API-agnostic JSON instructions to create a new main image concept. Preserve the product identity, label accuracy, and the core offer unless the JSON explicitly asks for a visual merchandising addition.

{
  ""task"": ""edit_product_main_image"",
  ""tactic"": ""Seasonal Merchandise It"",
  ""input_image"": ""{{customer_product_image}}"",
  ""objective"": ""Position the product for a timely buying occasion."",
  ""required_user_inputs"": [
    ""season_or_holiday""
  ],
  ""optional_user_inputs"": [
    ""seasonal_props"",
    ""color_palette""
  ],
  ""edit_instructions"": {
    ""primary_visual_change"": ""Add seasonal merchandising elements or a holiday context around the product while keeping it central."",
    ""preserve_product_identity"": true,
    ""preserve_branding_and_label_accuracy"": true,
    ""keep_product_as_main_subject"": true,
    ""composition"": ""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",
    ""background"": ""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",
    ""lighting"": ""Use polished commercial product lighting with realistic shadows and reflections."",
    ""output_goal"": ""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""
  },
  ""avoid"": [
    ""overly busy holiday scene"",
    ""product too small"",
    ""off-season mismatch""
  ]
}",overly busy holiday scene; product too small; off-season mismatch,Seasonal context will improve relevance and preference during the matching buying period.,"CTR preference, occasion fit, giftability",Medium,Medium,Internal ProductPinion prompt-library row. No Amazon compliance gate included per current scope.,https://docs.google.com/document/d/19J3Mfz2ZYdrxMB_e0eKrdLAeGSWMmxC3RJ0U7QGneW8/edit?tab=t.0#heading=h.jaiiudrnl2vz
MI-049,49,47,49,Write Directly On It,Surface messaging,"large installed products, covers, mats, pools, tarps, flat surfaces",small products or products where writing looks like actual included print,Use unused installed-surface area as a message canvas.,Add concise benefit text directly onto the large product/use surface that is not the purchased item.,surface_message,surface_location; text_angle,"{""task"":""edit_product_main_image"",""tactic"":""Write Directly On It"",""input_image"":""{{customer_product_image}}"",""objective"":""Use unused installed-surface area as a message canvas."",""required_user_inputs"":[""surface_message""],""optional_user_inputs"":[""surface_location"",""text_angle""],""edit_instructions"":{""primary_visual_change"":""Add concise benefit text directly onto the large product/use surface that is not the purchased item."",""preserve_product_identity"":true,""preserve_branding_and_label_accuracy"":true,""keep_product_as_main_subject"":true,""composition"":""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",""background"":""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",""lighting"":""Use polished commercial product lighting with realistic shadows and reflections."",""output_goal"":""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""},""avoid"":[""confusing included print"",""unreadable perspective"",""clutter""]}","Use the attached customer product image as the source image. Apply the following API-agnostic JSON instructions to create a new main image concept. Preserve the product identity, label accuracy, and the core offer unless the JSON explicitly asks for a visual merchandising addition.

{
  ""task"": ""edit_product_main_image"",
  ""tactic"": ""Write Directly On It"",
  ""input_image"": ""{{customer_product_image}}"",
  ""objective"": ""Use unused installed-surface area as a message canvas."",
  ""required_user_inputs"": [
    ""surface_message""
  ],
  ""optional_user_inputs"": [
    ""surface_location"",
    ""text_angle""
  ],
  ""edit_instructions"": {
    ""primary_visual_change"": ""Add concise benefit text directly onto the large product/use surface that is not the purchased item."",
    ""preserve_product_identity"": true,
    ""preserve_branding_and_label_accuracy"": true,
    ""keep_product_as_main_subject"": true,
    ""composition"": ""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",
    ""background"": ""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",
    ""lighting"": ""Use polished commercial product lighting with realistic shadows and reflections."",
    ""output_goal"": ""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""
  },
  ""avoid"": [
    ""confusing included print"",
    ""unreadable perspective"",
    ""clutter""
  ]
}",confusing included print; unreadable perspective; clutter,Writing on the visible surface will increase benefit comprehension for large-format products.,"CTR preference, benefit recall, clarity",Medium,Medium,Internal ProductPinion prompt-library row. No Amazon compliance gate included per current scope.,https://docs.google.com/document/d/19J3Mfz2ZYdrxMB_e0eKrdLAeGSWMmxC3RJ0U7QGneW8/edit?tab=t.0#heading=h.jaiiudrnl2vz
MI-050,50,48,50,Explain Install It,Instructional clarity,"installable, assembled, battery-powered, modular products",products where install complexity could scare shoppers if overemphasized,Answer the setup question directly in the hero image.,"Add arrows, labels, or simple step indicators showing where/how the product installs or assembles.",installation_step_or_question,arrow_style; label_text,"{""task"":""edit_product_main_image"",""tactic"":""Explain Install It"",""input_image"":""{{customer_product_image}}"",""objective"":""Answer the setup question directly in the hero image."",""required_user_inputs"":[""installation_step_or_question""],""optional_user_inputs"":[""arrow_style"",""label_text""],""edit_instructions"":{""primary_visual_change"":""Add arrows, labels, or simple step indicators showing where/how the product installs or assembles."",""preserve_product_identity"":true,""preserve_branding_and_label_accuracy"":true,""keep_product_as_main_subject"":true,""composition"":""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",""background"":""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",""lighting"":""Use polished commercial product lighting with realistic shadows and reflections."",""output_goal"":""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""},""avoid"":[""too many steps"",""technical clutter"",""inaccurate install path""]}","Use the attached customer product image as the source image. Apply the following API-agnostic JSON instructions to create a new main image concept. Preserve the product identity, label accuracy, and the core offer unless the JSON explicitly asks for a visual merchandising addition.

{
  ""task"": ""edit_product_main_image"",
  ""tactic"": ""Explain Install It"",
  ""input_image"": ""{{customer_product_image}}"",
  ""objective"": ""Answer the setup question directly in the hero image."",
  ""required_user_inputs"": [
    ""installation_step_or_question""
  ],
  ""optional_user_inputs"": [
    ""arrow_style"",
    ""label_text""
  ],
  ""edit_instructions"": {
    ""primary_visual_change"": ""Add arrows, labels, or simple step indicators showing where/how the product installs or assembles."",
    ""preserve_product_identity"": true,
    ""preserve_branding_and_label_accuracy"": true,
    ""keep_product_as_main_subject"": true,
    ""composition"": ""Create a clean Amazon-style hero image with the product large, clear, and visually dominant."",
    ""background"": ""Use a clean studio-style background unless the tactic specifically calls for a lifestyle or contextual scene."",
    ""lighting"": ""Use polished commercial product lighting with realistic shadows and reflections."",
    ""output_goal"": ""Generate a scroll-stopping main image concept that applies this tactic while retaining the original product identity.""
  },
  ""avoid"": [
    ""too many steps"",
    ""technical clutter"",
    ""inaccurate install path""
  ]
}",too many steps; technical clutter; inaccurate install path,An install explanation will improve confidence and click preference for setup-sensitive products.,"CTR preference, install clarity, confidence",High,Medium,Internal ProductPinion prompt-library row. No Amazon compliance gate included per current scope.,https://docs.google.com/document/d/19J3Mfz2ZYdrxMB_e0eKrdLAeGSWMmxC3RJ0U7QGneW8/edit?tab=t.0#heading=h.jaiiudrnl2vz
